"Internet users (% of population)"
"172"," Djibouti","0.2","","1.0","","6.5","","7.0","","8.3","","9.5","","10.7","","11.9",""
"96"," Dominica","8.8","","38.5","","47.5","","48.6","","49.8","","51.0","","57.5","","67.6",""
"99"," Dominican Republic","3.7","","11.5","","31.4","","38.0","","42.3","","45.9","","49.6","","51.9",""
"89"," Ecuador","1.5","","6.0","","29.0","","31.4","","35.1","","40.3","","45.6","","48.9",""
"111"," Egypt","0.6","","12.8","","21.6","","25.6","","26.4","","29.4","","33.9","","35.9",""
"117"," El Salvador","1.2","","4.2","","15.9","","18.9","","20.3","","23.1","","24.8","","26.9",""
"135"," Equatorial Guinea","0.1","","1.1","","6.0","","11.5","","13.9","","16.4","","18.9","","21.3",""
"179"," Eritrea","0.1","","","","0.6","","0.7","","0.8","","0.9","","1.0","","1.1",""
"30"," Estonia","28.6","","61.5","","74.1","","76.5","","78.4","","79.4","","84.2","","88.4",""
"174"," Ethiopia","0.0","","0.2","","0.8","","1.1","","2.9","","4.6","","7.7","","11.6",""
"91"," Fiji","1.5","","8.5","","20.0","","28.0","","33.7","","37.1","","41.8","","46.3",""
"23"," Finland","37.2","","74.5","","86.9","","88.7","","89.9","","91.5","","92.4","","92.7",""
"21"," France","14.3","","42.9","","77.3","","77.8","","81.4","","81.9","","83.8","","84.7",""
"109"," Gabon","1.2","","4.9","","7.2","","8.0","","8.6","","9.2","","20.0","","23.5",""
"173"," Gambia","0.9","","3.8","","9.2","","10.9","","12.4","","14.0","","16.5","","17.1",""
"70"," Georgia","0.5","","6.1","","26.9","","31.5","","36.9","","43.3","","44.0","","45.2",""
"4"," Germany","30.2","","68.7","","82.0","","81.3","","82.3","","84.2","","86.2","","87.6",""
"139"," Ghana","0.2","","1.8","","7.8","","9.0","","10.6","","12.3","","18.9","","23.5",""
"29"," Greece","9.1","","24.0","","44.4","","51.6","","55.1","","59.9","","63.2","","66.8",""
"79"," Grenada","4.1","","20.5","","27.0","","30.0","","32.0","","35.0","","51.6","","53.8",""
"125"," Guatemala","0.7","","5.7","","10.5","","12.3","","16.0","","19.7","","23.4","","27.1",""
"183"," Guinea","0.1","","0.5","","1.0","","1.3","","1.5","","1.6","","1.7","","4.7",""
"178"," Guinea-Bissau","0.2","","1.9","","2.5","","2.7","","2.9","","3.1","","3.3","","3.5",""
"127"," Guyana","6.6","","","","29.9","","31.0","","33.0","","35.0","","37.4","","38.2",""
"163"," Haiti","0.2","","6.4","","8.4","","9.0","","9.8","","10.6","","11.4","","12.2",""
"130"," Honduras","1.2","","6.5","","11.1","","15.9","","18.1","","17.8","","19.1","","20.4",""
"12"," Hong Kong, China (SAR)","27.8","","56.9","","72.0","","72.2","","72.9","","74.2","","79.9","","84.9",""
"43"," Hungary","7.0","","39.0","","65.0","","68.0","","70.6","","72.6","","76.1","","72.8",""
"9"," Iceland","44.5","","87.0","","93.4","","94.8","","96.2","","96.5","","98.2","","98.2",""
"131"," India","0.5","","2.4","","7.5","","10.1","","12.6","","15.1","","21.0","","26.0",""
"113"," Indonesia","0.9","","3.6","","10.9","","12.3","","14.5","","14.9","","17.1","","22.0",""
"69"," Iran (Islamic Republic of)","0.9","","8.1","","15.9","","19.0","","22.7","","29.9","","39.4","","44.1",""
"121"," Iraq","","","0.9","","2.5","","5.0","","7.1","","9.2","","13.2","","17.2",""
"8"," Ireland","17.9","","41.6","","69.8","","74.9","","76.9","","78.2","","79.7","","80.1",""
"19"," Israel","20.9","","25.2","","67.5","","68.9","","70.8","","70.3","","75.0","","78.9",""
"26"," Italy","23.1","","35.0","","53.7","","54.4","","55.8","","58.5","","62.0","","65.6",""
"94"," Jamaica","3.1","","12.8","","27.7","","37.4","","33.8","","37.1","","40.4","","43.2",""
"17"," Japan","30.0","","66.9","","78.2","","79.1","","79.5","","88.2","","89.1","","93.3",""
"86"," Jordan","2.6","","12.9","","27.2","","34.9","","37.0","","41.4","","46.2","","53.4",""
"56"," Kazakhstan","0.7","","3.0","","31.6","","50.6","","53.3","","63.0","","66.0","","72.9",""
"146"," Kenya","0.3","","3.1","","14.0","","28.0","","32.1","","39.0","","43.4","","45.6",""
"137"," Kiribati","1.8","","4.0","","9.1","","10.0","","10.7","","11.5","","12.3","","13.0",""
"0"," Korea (Democratic People's Rep. of)","0.0","","0.0","","0.0","","0.0","","0.0","","","","","","",""
"18"," Korea (Republic of)","44.7","","73.5","","83.7","","83.8","","84.1","","84.8","","87.9","","89.9",""
"51"," Kuwait","6.7","","25.9","","61.4","","65.8","","70.5","","75.5","","78.7","","82.1",""
"120"," Kyrgyzstan","1.0","","10.5","","16.3","","17.5","","19.8","","23.0","","28.3","","30.2",""
"138"," Lao People's Democratic Republic","0.1","","0.8","","7.0","","9.0","","10.7","","12.5","","14.3","","18.2",""
"44"," Latvia","6.3","","46.0","","68.4","","69.8","","73.1","","75.2","","75.8","","79.2",""
"76"," Lebanon","8.0","","10.1","","43.7","","52.0","","61.3","","70.5","","73.0","","74.0",""
"160"," Lesotho","0.2","","2.6","","3.9","","4.2","","4.6","","5.0","","11.0","","16.1",""
"177"," Liberia","0.0","","","","2.3","","2.5","","2.6","","3.2","","5.4","","5.9",""
"102"," Libya","0.2","","3.9","","14.0","","14.0","","","","16.5","","17.8","","19.0",""
"15"," Liechtenstein","36.5","","63.4","","80.0","","85.0","","89.4","","93.8","","95.2","","96.6",""
"37"," Lithuania","6.4","","36.2","","62.1","","63.6","","67.2","","68.5","","72.1","","71.4",""
"20"," Luxembourg","22.9","","70.0","","90.6","","90.0","","92.0","","93.8","","94.7","","97.3",""
"158"," Madagascar","0.2","","0.6","","1.7","","1.9","","2.3","","3.0","","3.7","","4.2",""
"170"," Malawi","0.1","","0.4","","2.3","","3.3","","4.4","","5.0","","5.8","","9.3",""
"59"," Malaysia","21.4","","48.6","","56.3","","61.0","","65.8","","57.1","","63.7","","71.1",""
"105"," Maldives","2.2","","6.9","","26.5","","34.0","","38.9","","44.1","","49.3","","54.5",""
"175"," Mali","0.1","","0.5","","2.0","","2.2","","2.8","","3.5","","7.0","","10.3",""
"33"," Malta","13.1","","41.2","","63.0","","68.0","","68.2","","68.9","","73.2","","76.2",""
"0"," Marshall Islands","1.5","","3.9","","7.0","","10.0","","12.5","","14.0","","16.8","","19.3",""
"157"," Mauritania","0.2","","0.7","","4.0","","4.5","","5.0","","6.2","","10.7","","15.2",""
"64"," Mauritius","7.3","","15.2","","28.3","","35.0","","35.4","","40.1","","44.8","","50.1",""
"77"," Mexico","5.1","","17.2","","31.1","","37.2","","39.8","","43.5","","44.4","","57.4",""
"127"," Micronesia (Federated States of)","3.7","","11.9","","20.0","","22.8","","26.0","","27.8","","29.6","","31.5",""
"107"," Moldova (Republic of)","1.3","","14.6","","32.3","","38.0","","43.4","","45.0","","46.6","","49.8",""
"0"," Monaco","42.2","","55.5","","75.0","","80.3","","87.0","","90.7","","92.4","","93.4",""
"92"," Mongolia","1.3","","","","10.2","","12.5","","16.4","","17.7","","19.9","","21.4",""
"48"," Montenegro","","","27.1","","37.5","","35.6","","56.8","","60.3","","61.0","","64.6",""
"123"," Morocco","0.7","","15.1","","52.0","","46.1","","55.4","","56.0","","56.8","","57.1",""
"181"," Mozambique","0.1","","0.9","","4.2","","4.3","","4.8","","5.4","","5.9","","9.0",""
"145"," Myanmar","","","0.1","","0.3","","1.0","","1.4","","1.8","","11.5","","21.8",""
"125"," Namibia","1.6","","4.0","","11.6","","12.0","","12.9","","13.9","","14.8","","22.3",""
"0"," Nauru","","","","","","","54.0","","","","","","","","",""
"144"," Nepal","0.2","","0.8","","7.9","","9.0","","11.1","","13.3","","15.4","","17.6",""
"7"," Netherlands","44.0","","81.0","","90.7","","91.4","","92.9","","94.0","","93.2","","93.1",""
"13"," New Zealand","47.4","","62.7","","80.5","","81.2","","82.0","","82.8","","85.5","","88.2",""
"124"," Nicaragua","1.0","","2.6","","10.0","","10.6","","13.5","","15.5","","17.6","","19.7",""
"187"," Niger","0.0","","0.2","","0.8","","1.3","","1.4","","1.7","","1.9","","2.2",""
"152"," Nigeria","0.1","","3.5","","24.0","","28.4","","32.8","","38.0","","42.7","","47.4",""
"1"," Norway","52.0","","82.0","","93.4","","93.5","","94.7","","95.1","","96.3","","96.8",""
"52"," Oman","3.5","","6.7","","35.8","","48.0","","60.0","","66.5","","70.2","","74.2",""
"147"," Pakistan","","","6.3","","8.0","","9.0","","10.0","","10.9","","13.8","","18.0",""
"114"," Palestine, State of","1.1","","16.0","","37.4","","41.1","","43.4","","46.6","","53.7","","57.4",""
"60"," Panama","6.6","","11.5","","40.1","","42.7","","40.3","","44.0","","44.9","","51.2",""
"154"," Papua New Guinea","0.8","","1.7","","1.3","","2.0","","3.5","","5.1","","6.5","","7.9",""
"110"," Paraguay","0.7","","7.9","","19.8","","24.8","","29.3","","36.9","","43.0","","44.4",""
"87"," Peru","3.1","","17.1","","34.8","","36.0","","38.2","","39.2","","40.2","","40.9",""
"116"," Philippines","2.0","","5.4","","25.0","","29.0","","36.2","","37.0","","39.7","","40.7",""
"36"," Poland","7.3","","38.8","","62.3","","62.0","","62.3","","62.8","","66.6","","68.0",""
"41"," Portugal","16.4","","35.0","","53.3","","55.3","","60.3","","62.1","","64.6","","68.6",""
"33"," Qatar","4.9","","24.7","","69.0","","69.0","","69.3","","85.3","","91.5","","92.9",""
"50"," Romania","3.6","","21.5","","39.9","","40.0","","45.9","","49.8","","54.1","","55.8",""
"49"," Russian Federation","2.0","","15.2","","43.0","","49.0","","63.8","","68.0","","70.5","","73.4",""
"159"," Rwanda","0.1","","0.6","","8.0","","7.0","","8.0","","9.0","","10.6","","18.0",""
"74"," Saint Kitts and Nevis","5.9","","34.0","","63.0","","63.2","","64.0","","64.6","","68.0","","75.7",""
"92"," Saint Lucia","5.1","","21.6","","43.3","","44.0","","45.9","","46.2","","50.0","","52.4",""
"99"," Saint Vincent and the Grenadines","3.2","","9.2","","33.7","","36.7","","40.0","","43.5","","47.4","","51.8",""
"104"," Samoa","0.6","","3.4","","7.0","","11.0","","12.9","","15.3","","21.2","","25.4",""
"0"," San Marino","48.8","","50.3","","","","49.6","","","","","","","","",""
"142"," Sao Tome and Principe","4.6","","13.8","","18.8","","20.2","","21.6","","23.0","","24.4","","25.8",""
"38"," Saudi Arabia","2.2","","12.7","","41.0","","47.5","","54.0","","60.5","","64.7","","69.6",""
"162"," Senegal","0.4","","4.8","","8.0","","9.8","","10.8","","13.1","","17.7","","21.7",""
"66"," Serbia","","","26.3","","40.9","","42.2","","48.1","","53.5","","62.1","","65.3",""
"63"," Seychelles","7.4","","25.4","","41.0","","43.2","","47.1","","50.4","","54.3","","58.1",""
"179"," Sierra Leone","0.1","","0.2","","0.6","","0.9","","1.3","","1.7","","2.1","","2.5",""
"5"," Singapore","36.0","","61.0","","71.0","","71.0","","72.0","","80.9","","79.0","","82.1",""
"40"," Slovakia","9.4","","55.2","","75.7","","74.4","","76.7","","77.9","","80.0","","85.0",""
"25"," Slovenia","15.1","","46.8","","70.0","","67.3","","68.3","","72.7","","71.6","","73.1",""
"156"," Solomon Islands","0.5","","0.8","","5.0","","6.0","","7.0","","8.0","","9.0","","10.0",""
"0"," Somalia","0.0","","1.1","","","","1.3","","1.4","","1.5","","1.6","","1.8",""
"119"," South Africa","5.3","","7.5","","24.0","","34.0","","41.0","","46.5","","49.0","","51.9",""
"181"," South Sudan","","","","","7.0","","","","","","14.1","","15.9","","17.9",""
"27"," Spain","13.6","","47.9","","65.8","","67.6","","69.8","","71.6","","76.2","","78.7",""
"73"," Sri Lanka","0.6","","1.8","","12.0","","15.0","","18.3","","21.9","","25.8","","30.0",""
"165"," Sudan","0.0","","1.3","","16.7","","17.5","","21.0","","22.7","","24.6","","26.6",""
"97"," Suriname","2.5","","6.4","","31.6","","32.0","","34.7","","37.4","","40.1","","42.8",""
"148"," Swaziland","0.9","","3.7","","11.0","","18.1","","20.8","","24.7","","27.1","","30.4",""
"14"," Sweden","45.7","","84.8","","90.0","","92.8","","93.2","","94.8","","92.5","","90.6",""
"2"," Switzerland","47.1","","70.1","","83.9","","85.2","","85.2","","86.3","","87.4","","88.0",""
"149"," Syrian Arab Republic","0.2","","5.6","","20.7","","22.5","","24.3","","26.2","","28.1","","30.0",""
"129"," Tajikistan","0.0","","0.3","","11.6","","13.0","","14.5","","16.0","","17.5","","19.0",""
"151"," Tanzania (United Republic of)","0.1","","1.1","","2.9","","3.2","","4.0","","4.4","","4.9","","5.4",""
"87"," Thailand","3.7","","15.0","","22.4","","23.7","","26.5","","28.9","","34.9","","39.3",""
"82"," The former Yugoslav Republic of Macedonia","2.5","","26.4","","51.9","","56.7","","57.5","","65.2","","68.1","","70.4",""
"133"," Timor-Leste","","","0.1","","0.2","","0.9","","2.3","","8.0","","11.3","","13.4",""
"166"," Togo","0.8","","1.8","","3.0","","3.5","","4.0","","4.5","","5.7","","7.1",""
"101"," Tonga","2.4","","4.9","","16.0","","25.0","","33.0","","35.0","","40.0","","45.0",""
"65"," Trinidad and Tobago","7.7","","29.0","","48.5","","55.2","","59.5","","63.8","","65.1","","69.2",""
"97"," Tunisia","2.8","","9.7","","36.8","","39.1","","41.4","","43.8","","46.2","","48.5",""
"71"," Turkey","3.8","","15.5","","39.8","","43.1","","45.1","","46.3","","51.0","","53.7",""
"111"," Turkmenistan","0.1","","1.0","","3.0","","5.0","","7.2","","9.6","","12.2","","15.0",""
"0"," Tuvalu","5.2","","","","25.0","","30.0","","35.0","","37.0","","39.2","","42.7",""
"163"," Uganda","0.2","","1.7","","12.5","","13.0","","14.7","","16.2","","17.7","","19.2",""
"84"," Ukraine","0.7","","3.8","","23.3","","28.7","","35.3","","41.0","","46.2","","49.3",""
"42"," United Arab Emirates","23.6","","40.0","","68.0","","78.0","","85.0","","88.0","","90.4","","91.2",""
"16"," United Kingdom","26.8","","70.0","","85.0","","85.4","","87.5","","89.8","","91.6","","92.0",""
"10"," United States","43.1","","68.0","","71.7","","69.7","","74.7","","71.4","","73.0","","74.5",""
"54"," Uruguay","10.5","","20.1","","46.4","","51.4","","54.5","","57.7","","61.5","","64.6",""
"105"," Uzbekistan","0.5","","3.3","","15.9","","18.6","","23.6","","26.8","","35.5","","42.8",""
"134"," Vanuatu","2.1","","5.1","","8.0","","9.2","","10.6","","11.3","","18.8","","22.4",""
"71"," Venezuela (Bolivarian Republic of)","3.4","","12.6","","37.4","","40.2","","49.0","","54.9","","57.0","","61.9",""
"115"," Viet Nam","0.3","","12.7","","30.6","","35.1","","39.5","","43.9","","48.3","","52.7",""
"168"," Yemen","0.1","","1.0","","12.3","","14.9","","17.4","","20.0","","22.6","","25.1",""
"139"," Zambia","0.2","","2.9","","10.0","","11.5","","13.5","","15.4","","19.0","","21.0",""
"154"," Zimbabwe","0.4","","2.4","","6.4","","8.4","","12.0","","15.5","","16.3","","16.4",""
